"School District",SchoolName,Enrollment,AvgDailyAtt,FreeApps,ReducedApps,"Total F/R Apps","F/R ADA","F/R %","Paid ADA",LunchDays,LunchPaid,LunchFree,LunchReduced,"Total F/R Lunches","Total Lunches","Lunch ADP","Total Lunch Participation","F/R Lunch ADP","F/R Lunch Participation","Paid Lunch ADP","Paid Lunch Participation",BreakfastDays,BrkPaid,BrkFree,BrkReduced,BrkSvrNeedFree,BrkSvrNeedReduced,"Total F/R Breakfasts","Total Breakfasts","Breakfast ADP","Total Breakfast Participation","F/R Breakfast ADP","F/R Breakfast Participation","Paid Breakfast ADP","Paid Breakfast Participation","How many kids eligible for F/R ate lunch but not school breakfast?","Percentage of students eligible for F/R meals who eat both breakfast and lunch ","MSBC Goal","Breakfast ADP needed to reach goal ","Increase in breakfast ADP to reach goal ","Progress toward achieving MSBC goal","Breakfast Paid %","Breakfast Free %","Breakfast Reduced %","Breakfast Severe Free %","Breakfast Severe Reduced %","Estimated additional annual revenue if MSBC goal reached","CEP Eligible",County
"Fall River Public Schools","SAMUEL WATSON",294,271,244,18,262,241.50340136054422,0.891156462585034,29.496598639455783,19,338,3596,249,3845,4183,220.1578947368421,0.8123907554865023,202.3684210526316,0.8379526744242936,17.789473684210527,0.6031025441833366,19,476,0,0,3228,246,3474,3950,207.89473684210526,0.7671392503398718,182.8421052631579,0.7570995034980482,25.05263157894737,0.8493396776073024,19.5263157894737,0.9035110533159947,0.8,217,9.10526315789474,0.9580402619451855,0.12050632911392405,0,0,0.8172151898734177,0.062278481012658225,2670.0568740839444,Eligible,
"Fall River Public Schools","SPENCER BORDEN",592,548,350,66,416,385.0810810810811,0.7027027027027027,162.9189189189189,19,1407,4932,768,5700,7107,374.05263157894734,0.6825777948520937,300,0.779056709713644,74.05263157894737,0.45453672336115675,19,1701,0,0,3978,648,4626,6327,333,0.6076642335766423,243.47368421052633,0.6322660244097048,89.52631578947368,0.5495145461530403,56.52631578947367,0.8115789473684211,0.8,438,105,0.7602739726027398,0.26884779516358465,0,0,0.6287339971550497,0.10241820768136557,26840.688477951633,Eligible,
"Fall River Public Schools","Stone Day School",53,43,48,0,48,38.943396226415096,0.9056603773584906,4.056603773584905,19,0,795,0,795,795,41.8421052631579,0.9730722154222767,41.8421052631579,1.0744339045287639,0,0,19,0,0,0,305,0,305,305,16.05263157894737,0.37331701346389234,16.05263157894737,0.4122042023663811,0,0,25.789473684210527,0.3836477987421384,0.8,34,17.94736842105263,0.4721362229102168,0,0,0,1,0,5782.642105263158,Eligible,
"Fall River Public Schools","VIVEIROS SCHOOL",752,685,612,72,684,623.0585106382979,0.9095744680851063,61.94148936170213,18,757,8347,869,9216,9973,554.0555555555555,0.8088402270884022,512,0.8217526785333162,42.05555555555556,0.6789561566719144,18,584,0,0,5404,701,6105,6689,371.6111111111111,0.5424979724249797,339.1666666666667,0.54435765000498,32.44444444444444,0.5237918038261533,172.83333333333331,0.6624348958333334,0.8,548,176.3888888888889,0.6781224655312246,0.08730751980864106,0,0,0.8078935565854388,0.10479892360592016,53700.40925399912,Eligible,
"Fall River Public Schools","WILLIAM S. GREENE SCHOOL",762,688,553,91,644,581.4593175853018,0.8451443569553806,106.54068241469817,19,1222,7302,1049,8351,9573,503.8421052631579,0.7323286413708691,439.5263157894737,0.7559020940875951,64.3157894736842,0.603673526543991,19,1199,0,0,5477,788,6265,7464,392.8421052631579,0.5709914320685435,329.7368421052632,0.5670849741897718,63.10526315789474,0.5923114225255689,109.78947368421052,0.7502095557418273,0.8,550,157.15789473684208,0.7142583732057417,0.16063772775991425,0,0,0.7337888531618435,0.10557341907824223,44761.38564054831,Eligible,
"Falmouth Public Schools","EAST FALMOUTH ELEMENTARY",261,246,119,20,139,131.01149425287355,0.5325670498084292,114.98850574712642,18,644,1287,164,1451,2095,116.38888888888889,0.4731255645889792,80.61111111111111,0.6152980054980407,35.77777777777778,0.3111422097827536,18,100,0,0,535,58,593,693,38.5,0.1565040650406504,32.94444444444444,0.25146224483827573,5.555555555555555,0.04831400773024124,47.66666666666667,0.40868366643694,0.5,123,84.5,0.3130081300813008,0.1443001443001443,0,0,0.772005772005772,0.0836940836940837,24337.53636363636,Eligible,
"Falmouth Public Schools","TEATICKET ELEMENTARY",376,352,159,21,180,168.51063829787233,0.4787234042553192,183.48936170212767,18,540,1290,166,1456,1996,110.88888888888889,0.31502525252525254,80.88888888888889,0.48002244668911337,30,0.16349721706864564,18,85,0,0,575,71,646,731,40.611111111111114,0.11537247474747475,35.888888888888886,0.2129769921436588,4.722222222222222,0.02573567305710163,45,0.44368131868131866,0.5,176,135.38888888888889,0.2307449494949495,0.11627906976744186,0,0,0.786593707250342,0.09712722298221614,40110.15294117647,Eligible,
"Falmouth Public Schools","FALMOUTH HIGH SCHOOL",826,760,212,44,256,235.544794188862,0.3099273607748184,524.4552058111381,18,986,2066,250,2316,3302,183.44444444444446,0.24137426900584796,128.66666666666666,0.5462513706140351,54.77777777777778,0.104447009336206,18,97,0,0,453,18,471,568,31.555555555555557,0.04152046783625731,26.166666666666668,0.1110899808114035,5.388888888888889,0.01027521288601621,102.49999999999999,0.20336787564766842,0.5,380,348.44444444444446,0.08304093567251462,0.17077464788732394,0,0,0.7975352112676056,0.03169014084507042,96905.71267605636,"Not Eligible",
"Falmouth Public Schools","LAWRENCE SCHOOL",602,562,164,34,198,184.843853820598,0.3289036544850498,377.156146179402,18,1101,1341,348,1689,2790,155,0.27580071174377224,93.83333333333333,0.507635668667697,61.166666666666664,0.16217862889491794,18,88,0,0,327,44,371,459,25.5,0.045373665480427046,20.61111111111111,0.11150552579971322,4.888888888888889,0.012962506215034315,73.22222222222221,0.21965660153937241,0.5,281,255.5,0.09074733096085409,0.19172113289760348,0,0,0.7124183006535948,0.09586056644880174,70506.97843137255,"Not Eligible",
"Falmouth Public Schools","MORSE POND SCHOOL",557,526,169,35,204,192.6463195691203,0.36624775583482944,333.3536804308797,18,1303,1729,287,2016,3319,184.38888888888889,0.35054921841994086,112,0.58137627674644,72.38888888888889,0.21715341134173735,18,65,0,0,842,26,868,933,51.833333333333336,0.0985424588086185,48.22222222222222,0.2503147858213839,3.611111111111111,0.01083267209302604,63.77777777777778,0.4305555555555555,0.5,263,211.16666666666666,0.197084917617237,0.06966773847802786,0,0,0.902465166130761,0.027867095391211148,64410.04308681671,"Not Eligible",
"Falmouth Public Schools","MULLEN HALL ELEMENTARY",423,408,129,38,167,161.07801418439715,0.3947990543735225,246.92198581560282,18,1381,1384,311,1695,3076,170.88888888888889,0.4188453159041394,94.16666666666667,0.5846028531172949,76.72222222222223,0.31071442248774517,18,276,0,0,421,61,482,758,42.111111111111114,0.10321350762527234,26.77777777777778,0.16624104731713046,15.333333333333334,0.06209788602941177,67.38888888888889,0.2843657817109144,0.5,204,161.88888888888889,0.2064270152505447,0.3641160949868074,0,0,0.5554089709762533,0.08047493403693931,37054.70079155673,"Not Eligible",
"Falmouth Public Schools","NORTH FALMOUTH ELEMENTARY",326,309,63,14,77,72.98466257668711,0.2361963190184049,236.01533742331287,18,945,671,112,783,1728,96,0.3106796116504854,43.5,0.5960156348505863,52.5,0.2224431707412173,18,33,115,3,0,0,118,151,8.38888888888889,0.027148507731032005,6.555555555555555,0.08982100244236167,1.8333333333333333,0.007767856756042509,36.94444444444444,0.15070242656449553,0.25,77,68.61111111111111,0.10894660894660896,0.2185430463576159,0.7615894039735099,0.019867549668874173,0,0,14877.251655629136,"Not Eligible",
"Farmington River Regional","FARMINGTON RIVER REG ELEM SCHL",124,116,49,3,52,48.64516129032258,0.41935483870967744,67.35483870967741,18,611,706,39,745,1356,75.33333333333333,0.6494252873563218,41.388888888888886,0.8508325965222517,33.94444444444444,0.5039644529587058,18,257,0,0,504,24,528,785,43.611111111111114,0.3759578544061303,29.333333333333332,0.6030061892130858,14.277777777777779,0.21197850148999578,12.055555555555554,0.7087248322147651,0.5,58,14.388888888888886,0.7519157088122606,0.3273885350318471,0,0,0.6420382165605095,0.030573248407643312,3396.4303184713367,"Near Eligible",
"Fitchburg School Department","CROCKER ELEMENTARY SCHOOL",637,566,637,0,637,566,1,0,19,0,8771,0,8771,8771,461.63157894736844,0.8156034963734424,461.63157894736844,0.8156034963734424,0,0,19,0,0,0,4782,0,4782,4782,251.68421052631578,0.4446717500464943,251.68421052631578,0.4446717500464943,0,0,209.94736842105266,0.5452057918139323,0.8,453,201.31578947368422,0.5555942837225514,0,0,0,1,0,64863.94736842105,Enrolled,
"Fitchburg School Department","FITCHBURG ALTERNATIVE HIGH SCHOOL",236,200,236,0,236,200,1,0,18,0,660,0,660,660,36.666666666666664,0.18333333333333332,36.666666666666664,0.18333333333333332,0,0,18,0,0,0,62,0,62,62,3.4444444444444446,0.017222222222222222,3.4444444444444446,0.017222222222222222,0,0,33.22222222222222,0.09393939393939395,0.8,160,156.55555555555554,0.021527777777777778,0,0,0,1,0,50442.2,Enrolled,
"Fitchburg School Department","FITCHBURG HIGH SCHOOL",1159,1020,1159,0,1159,1020,1,0,19,0,14882,0,14882,14882,783.2631578947369,0.767905056759546,783.2631578947369,0.767905056759546,0,0,19,0,0,0,6959,0,6959,6959,366.2631578947368,0.3590815273477812,366.2631578947368,0.3590815273477812,0,0,417.00000000000006,0.46761188012363925,0.8,816,449.7368421052632,0.4488519091847265,0,0,0,1,0,144905.2105263158,Enrolled,
"Fitchburg School Department","FLLAC - CENTRAL",32,28,15,0,15,13.125,0.46875,14.875,19,0,514,0,514,514,27.05263157894737,0.9661654135338347,27.05263157894737,2.061152882205514,0,0,19,0,0,0,178,0,178,178,9.368421052631579,0.33458646616541354,9.368421052631579,0.7137844611528822,0,0,17.68421052631579,0.3463035019455253,0.5,14,4.631578947368421,0.6691729323308271,0,0,0,1,0,1492.2947368421053,Enrolled,
"Fitchburg School Department","LONGSJO MIDDLE SCHOOL",580,538,580,0,580,538,1,0,19,0,8903,0,8903,8903,468.57894736842104,0.8709645861866562,468.57894736842104,0.8709645861866562,0,0,19,0,0,0,4405,0,4405,4405,231.8421052631579,0.43093328115828605,231.8421052631579,0.43093328115828605,0,0,236.73684210526315,0.49477704144670337,0.8,430,198.1578947368421,0.5391676866585067,0,0,0,1,0,63846.47368421053,Enrolled,
"Fitchburg School Department","MCKAY ARTS ACADEMY",680,622,677,0,677,619.2558823529412,0.9955882352941177,2.7441176470588236,18,0,9181,0,9181,9181,510.05555555555554,0.8200250089317613,510.05555555555554,0.8236587977453437,0,0,18,0,0,0,5231,0,5231,5231,290.6111111111111,0.4672204358699535,290.6111111111111,0.4692908366197465,0,0,219.44444444444446,0.5697636423047598,0.8,498,207.3888888888889,0.5835564480142793,0,0,0,1,0,66820.70000000001,Enrolled,
"Fitchburg School Department","MEMORIAL MIDDLE",727,648,701,0,701,624.8253094910591,0.9642365887207703,23.174690508940852,19,0,10319,0,10319,10319,543.1052631578947,0.8381254061078621,543.1052631578947,0.8692113698151438,0,0,19,0,0,0,6430,0,6430,6430,338.42105263157896,0.5222547108512021,338.42105263157896,0.5416250710254265,0,0,204.68421052631572,0.6231223955809673,0.8,518,179.57894736842104,0.6533224954277586,0,0,0,1,0,57860.33684210526,Enrolled,
"Fitchburg School Department","REINGOLD ELEMENTARY",677,650,677,0,677,650,1,0,19,0,9702,0,9702,9702,510.63157894736844,0.785587044534413,510.63157894736844,0.785587044534413,0,0,19,0,0,0,5728,0,5728,5728,301.4736842105263,0.46380566801619433,301.4736842105263,0.46380566801619433,0,0,209.15789473684214,0.5903937332508761,0.8,520,218.5263157894737,0.5797570850202429,0,0,0,1,0,70409.17894736842,Enrolled,
"Fitchburg School Department","SOUTH STREET SCHOOL",696,625,696,0,696,625,1,0,19,0,10453,0,10453,10453,550.1578947368421,0.8802526315789473,550.1578947368421,0.8802526315789473,0,0,19,0,0,0,5287,0,5287,5287,278.2631578947368,0.4452210526315789,278.2631578947368,0.4452210526315789,0,0,271.89473684210526,0.5057878121113556,0.8,500,221.73684210526318,0.5565263157894736,0,0,0,1,0,71443.6105263158,Enrolled,
"Florida School Committee","GABRIEL ABBOTT MEMORIAL SCHOOL",84,78,21,7,28,26,0.3333333333333333,52,18,545,229,51,280,825,45.833333333333336,0.5876068376068376,15.555555555555555,0.5982905982905983,30.27777777777778,0.5822649572649573,18,132,0,0,89,1,90,222,12.333333333333334,0.15811965811965814,5,0.19230769230769232,7.333333333333333,0.14102564102564102,10.555555555555555,0.32142857142857145,0.5,39,26.666666666666664,0.3162393162393163,0.5945945945945946,0,0,0.4009009009009009,0.0045045045045045045,4345.945945945946,"Not Eligible",
"Foxborough Public Schools","CHARLES TAYLOR ELEMENTARY",245,238,29,8,37,35.94285714285714,0.1510204081632653,202.05714285714285,18,2265,396,119,515,2780,154.44444444444446,0.6489262371615313,28.61111111111111,0.7960166048401343,125.83333333333333,0.6227611236802413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.61111111111111,0,0.25,60,60,0,0,0,0,0,0,0,"Not Eligible",
"Foxborough Public Schools","FOXBOROUGH HIGH",839,813,126,33,159,154.07270560190705,0.18951132300357568,658.927294398093,18,4683,1662,256,1918,6601,366.72222222222223,0.45107284406177395,106.55555555555556,0.6915926811259726,260.1666666666667,0.39483364686588046,19,219,543,60,0,0,603,822,43.26315789473684,0.053214216352689844,31.736842105263158,0.20598614129140297,11.526315789473685,0.017492545668490744,74.81871345029239,0.29784314801602546,0.25,203,159.73684210526315,0.21311900440757064,0.2664233576642336,0.6605839416058394,0.072992700729927,0,0,33511.506915097954,"Not Eligible",
"Foxborough Public Schools","JOHN J AHERN INTERMEDIATE",867,832,143,38,181,173.69319492502882,0.20876585928489041,658.3068050749712,18,6330,1851,528,2379,8709,483.8333333333333,0.5815304487179487,132.16666666666666,0.7609202348066298,351.6666666666667,0.5341987413097107,19,247,389,45,0,0,434,681,35.8421052631579,0.04307945344129555,22.842105263157894,0.1315083488044378,13,0.019747631195335277,109.32456140350877,0.17282803477799163,0.25,208,172.1578947368421,0.1723178137651822,0.36270190895741555,0.5712187958883994,0.06607929515418502,0,0,32622.025040575005,"Not Eligible",
"Foxborough Public Schools","MABELLE M BURRELL",339,329,50,5,55,53.37758112094395,0.16224188790560473,275.62241887905606,18,2160,463,36,499,2659,147.72222222222223,0.4490037149611618,27.72222222222222,0.5193607810629087,120,0.4353782268076544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.72222222222222,0,0.25,82,82,0,0,0,0,0,0,0,"Not Eligible",
"Foxborough Public Schools","VINCENT M. IGO ELEMENTARY",399,387,78,23,101,97.9624060150376,0.2531328320802005,289.0375939849624,18,2709,1012,272,1284,3993,221.83333333333334,0.5732127476313523,71.33333333333333,0.7281704914677514,150.5,0.5206935123042505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.33333333333333,0,0.25,97,97,0,0,0,0,0,0,0,"Not Eligible",
"Foxborough Regional Charter School","FOXBOROUGH REGIONAL CHARTER SCHOOL",686,650,183,54,237,224.56268221574345,0.3454810495626822,425.43731778425655,17,2710,2064,584,2648,5358,315.1764705882353,0.48488687782805434,155.76470588235293,0.6936357561525096,159.41176470588235,0.3747009442804019,18,533,0,0,856,181,1037,1570,87.22222222222223,0.1341880341880342,57.611111111111114,0.2565480183201702,29.61111111111111,0.06960158376639446,98.15359477124181,0.3698598522994294,0.5,325,237.77777777777777,0.2683760683760684,0.3394904458598726,0,0,0.5452229299363057,0.11528662420382166,56442.29554140128,"Near Eligible",
"Foxborough Regional Charter School","Foxborough Regional ES",833,800,183,54,237,227.6110444177671,0.2845138055222089,572.3889555822329,17,2690,2151,645,2796,5486,322.70588235294116,0.40338235294117647,164.47058823529412,0.7225949367088608,158.23529411764707,0.2764471476510067,18,547,0,0,840,358,1198,1745,96.94444444444444,0.12118055555555556,66.55555555555556,0.29240916549460855,30.38888888888889,0.0530913264354959,97.91503267973856,0.40466539500874266,0.25,200,103.05555555555556,0.4847222222222222,0.3134670487106017,0,0,0.4813753581661891,0.20515759312320916,25682.129512893982,"Not Eligible",
"Framingham Public Schools",BARBIERI,666,599,371,63,434,390.33933933933935,0.6516516516516516,208.66066066066065,18,1066,4982,683,5665,6731,373.94444444444446,0.6242812094231126,314.72222222222223,0.8062785133440526,59.22222222222222,0.2838207357089402,18,878,0,0,2039,148,2187,3065,170.27777777777777,0.28427007976256724,121.5,0.31126762730510915,48.77777777777778,0.23376604685970873,193.22222222222223,0.38605472197705204,0.8,479,308.72222222222223,0.35548596613314776,0.2864600326264274,0,0,0.665252854812398,0.04828711256117455,76556.60427406199,Eligible,
"Framingham Public Schools",BROPHY,474,427,292,54,346,311.69198312236284,0.729957805907173,115.30801687763713,18,797,3813,624,4437,5234,290.77777777777777,0.6809784022898777,246.5,0.7908448511594537,44.27777777777778,0.3839956576893052,18,490,0,0,3183,211,3394,3884,215.77777777777777,0.5053343741868331,188.55555555555554,0.6049419483514054,27.22222222222222,0.23608265027322403,57.94444444444446,0.7649312598602659,0.8,342,126.22222222222223,0.6309291747888239,0.12615859938208032,0,0,0.8195159629248198,0.054325437693099894,36768.26035015448,Eligible,
"Framingham Public Schools","CAMERON MIDDLE SCHOOL",544,490,270,81,351,316.15808823529414,0.6452205882352942,173.84191176470588,18,790,3653,814,4467,5257,292.05555555555554,0.596031746031746,248.16666666666666,0.7849448611353372,43.888888888888886,0.2524643708951629,18,36,0,0,1336,253,1589,1625,90.27777777777777,0.18424036281179137,88.27777777777777,0.27922036810925693,2,0.011504705509146665,159.88888888888889,0.3557197224087755,0.8,392,301.72222222222223,0.2303004535147392,0.022153846153846152,0,0,0.8221538461538461,0.15569230769230769,97958.86344615385,Eligible,
"Framingham Public Schools","FRAMINGHAM HIGH THAYER CAMPUS",50,45,29,7,36,32.4,0.72,12.6,18,0,309,0,309,309,17.166666666666668,0.38148148148148153,17.166666666666668,0.5298353909465021,0,0,18,0,0,0,225,0,225,225,12.5,0.2777777777777778,12.5,0.38580246913580246,0,0,4.666666666666668,0.7281553398058251,0.8,36,23.5,0.3472222222222222,0,0,0,1,0,7571.7,Eligible,
"Framingham Public Schools","FULLER MIDDLE SCHOOL",552,497,345,56,401,361.04528985507244,0.7264492753623188,135.95471014492753,18,772,4959,714,5673,6445,358.05555555555554,0.7204337133914599,315.1666666666667,0.8729283431260884,42.888888888888886,0.31546453111605616,18,65,0,0,1584,108,1692,1757,97.61111111111111,0.19640062597809077,94,0.26035514834643775,3.611111111111111,0.026561132801222347,221.16666666666669,0.2982548915917504,0.8,398,300.3888888888889,0.24525404801786713,0.03699487763232783,0,0,0.9015367103016505,0.061468412066021626,94801.91269208881,Eligible,
"Framingham Public Schools","MARY STAPLETON",376,338,170,24,194,174.39361702127658,0.5159574468085106,163.60638297872342,18,555,1687,245,1932,2487,138.16666666666666,0.40877712031558183,107.33333333333333,0.615465950914008,30.833333333333332,0.18846045473264406,18,124,0,0,1043,61,1104,1228,68.22222222222223,0.20184089414858647,61.333333333333336,0.3516948290937189,6.888888888888889,0.04210647997630246,45.99999999999999,0.5714285714285715,0.5,169,100.77777777777777,0.40368178829717294,0.10097719869706841,0,0,0.8493485342019544,0.0496742671009772,30011.655048859942,Eligible,
"Framingham Public Schools","MIRIAN MCCARTHY",558,502,347,64,411,369.752688172043,0.7365591397849462,132.247311827957,18,638,4402,574,4976,5614,311.8888888888889,0.6212926073483843,276.44444444444446,0.7476468820581421,35.44444444444444,0.26801636989457134,18,385,0,0,2261,286,2547,2932,162.88888888888889,0.3244798583444002,141.5,0.38268822520138424,21.38888888888889,0.16173401631568962,134.94444444444446,0.5118569131832797,0.8,402,239.11111111111111,0.4051962410171365,0.13130968622100955,0,0,0.7711459754433834,0.09754433833560709,69880.2548431105,Eligible,
